time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-20 00:00:00+00:00,3,2,15,8
2024-12-21 00:00:00+00:00,3,3,13,6
2024-12-22 00:00:00+00:00,5,4,44,4
2024-12-23 00:00:00+00:00,1,1,100,62
2024-12-24 00:00:00+00:00,2,2,39,25
2024-12-25 00:00:00+00:00,3,3,37,9
2024-12-26 00:00:00+00:00,4,3,33,13
2024-12-27 00:00:00+00:00,3,3,24,9
2024-12-28 00:00:00+00:00,3,2,33,6
2024-12-29 00:00:00+00:00,4,3,59,7
2024-12-30 00:00:00+00:00,4,3,21,8
2024-12-31 00:00:00+00:00,1,1,14,6
2025-01-01 00:00:00+00:00,1,1,25,9
2025-01-02 00:00:00+00:00,3,3,18,9
