time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-01 00:00:00+00:00,4,4,1,1
2023-04-02 00:00:00+00:00,4,4,2,2
2023-04-03 00:00:00+00:00,4,4,14,10
2023-04-04 00:00:00+00:00,5,5,12,7
2023-04-05 00:00:00+00:00,3,3,15,7
2023-04-06 00:00:00+00:00,4,4,7,5
2023-04-07 00:00:00+00:00,5,5,1,1
2023-04-08 00:00:00+00:00,3,3,3,3
2023-04-09 00:00:00+00:00,3,3,1,1
2023-04-10 00:00:00+00:00,4,4,19,9
2023-04-11 00:00:00+00:00,5,5,10,5
2023-04-12 00:00:00+00:00,5,5,11,9
2023-04-13 00:00:00+00:00,6,6,13,9
2023-04-14 00:00:00+00:00,2,2,8,8
