time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-27 00:00:00+00:00,2,2,21,4
2024-10-28 00:00:00+00:00,5,2,18,9
2024-10-29 00:00:00+00:00,1,1,7,3
2024-10-30 00:00:00+00:00,1,1,27,6
2024-10-31 00:00:00+00:00,2,2,6,3
2024-11-01 00:00:00+00:00,1,1,13,7
2024-11-02 00:00:00+00:00,2,2,26,8
2024-11-03 00:00:00+00:00,3,3,29,4
2024-11-04 00:00:00+00:00,3,3,17,6
2024-11-05 00:00:00+00:00,6,3,9,5
2024-11-06 00:00:00+00:00,1,1,14,10
2024-11-07 00:00:00+00:00,5,3,14,8
2024-11-08 00:00:00+00:00,4,3,11,3
2024-11-09 00:00:00+00:00,2,2,7,5
