time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-05 00:00:00+00:00,6,4,17,5
2025-03-06 00:00:00+00:00,8,7,61,13
2025-03-07 00:00:00+00:00,3,3,16,10
2025-03-08 00:00:00+00:00,4,4,25,9
2025-03-09 00:00:00+00:00,7,4,30,8
2025-03-10 00:00:00+00:00,12,5,32,16
2025-03-11 00:00:00+00:00,4,4,21,13
2025-03-12 00:00:00+00:00,6,6,21,12
2025-03-13 00:00:00+00:00,6,3,10,9
2025-03-14 00:00:00+00:00,7,5,7,4
2025-03-15 00:00:00+00:00,7,4,13,6
2025-03-16 00:00:00+00:00,3,3,46,5
2025-03-17 00:00:00+00:00,7,7,11,7
2025-03-18 00:00:00+00:00,3,3,7,5
