time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-12 00:00:00+00:00,8,6,14,8
2025-05-13 00:00:00+00:00,7,4,13,9
2025-05-14 00:00:00+00:00,24,12,20,15
2025-05-15 00:00:00+00:00,12,8,22,10
2025-05-16 00:00:00+00:00,8,8,7,6
2025-05-17 00:00:00+00:00,8,7,24,8
2025-05-18 00:00:00+00:00,7,5,25,5
2025-05-19 00:00:00+00:00,5,5,20,10
2025-05-20 00:00:00+00:00,10,9,9,5
2025-05-21 00:00:00+00:00,4,4,10,7
2025-05-22 00:00:00+00:00,14,5,14,7
2025-05-23 00:00:00+00:00,12,5,40,26
2025-05-24 00:00:00+00:00,11,5,22,5
2025-05-25 00:00:00+00:00,3,3,33,6
